Código Grupo;Descrição Grupo;Código SubGrupo;Descrição SubGrupo;Sequência Grupo;Descrição Categoria;Mês/Ano;Ano-Mês-Dia;Valor;Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Jan/2024;2024-01-01;-2714.1;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Fev/2024;2024-02-01;-1979.54;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Mar/2024;2024-03-01;-1003.16;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Abr/2024;2024-04-01;-1210.57;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Mai/2024;2024-05-01;-1327.53;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Jun/2024;2024-06-01;0.0;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Jul/2024;2024-07-01;-1094.86;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Ago/2024;2024-08-01;-1388.47;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Set/2024;2024-09-01;0.0;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;4;ISS sobre Faturamento;Out/2024;2024-10-01;0.0;4 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Jan/2024;2024-01-01;-724.57;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Fev/2024;2024-02-01;-730.84;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Mar/2024;2024-03-01;-736.01;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Abr/2024;2024-04-01;0.0;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Mai/2024;2024-05-01;-747.11;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Jun/2024;2024-06-01;-752.47;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Jul/2024;2024-07-01;-757.58;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Ago/2024;2024-08-01;-763.45;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Set/2024;2024-09-01;-769.07;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;5;Parcelamento do Simples Nacional;Out/2024;2024-10-01;0.0;4 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Jan/2024;2024-01-01;0.0;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Fev/2024;2024-02-01;0.0;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Mar/2024;2024-03-01;-257.27;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Abr/2024;2024-04-01;-314.85;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Mai/2024;2024-05-01;-346.17;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Jun/2024;2024-06-01;-309.31;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Jul/2024;2024-07-01;-284.78;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Ago/2024;2024-08-01;-395.61;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Set/2024;2024-09-01;-275.07;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;6;PIS;Out/2024;2024-10-01;0.0;4 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Jan/2024;2024-01-01;-5714.58;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Fev/2024;2024-02-01;0.0;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Mar/2024;2024-03-01;0.0;1 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Abr/2024;2024-04-01;0.0;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Mai/2024;2024-05-01;-9874.09;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Jun/2024;2024-06-01;-11306.48;2 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Jul/2024;2024-07-01;0.0;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Ago/2024;2024-08-01;0.0;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Set/2024;2024-09-01;0.0;3 Trimestre
2;2. Deduções da Receita Bruta;01;01. Impostos Sobre Vendas;7;Simples Nacional - DAS;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Jan/2024;2024-01-01;-1265.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Fev/2024;2024-02-01;-915.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Mar/2024;2024-03-01;-1915.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Abr/2024;2024-04-01;-4940.15;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Mai/2024;2024-05-01;-918.4;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Jun/2024;2024-06-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Jul/2024;2024-07-01;-690.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Ago/2024;2024-08-01;-915.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Set/2024;2024-09-01;-968.05;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;1;Aluguel de Maquinas e Equipamentos;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Jan/2024;2024-01-01;-2326.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Fev/2024;2024-02-01;-1208.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Mar/2024;2024-03-01;-2286.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Abr/2024;2024-04-01;-1614.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Mai/2024;2024-05-01;-2239.01;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Jun/2024;2024-06-01;-1315.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Jul/2024;2024-07-01;-1663.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Ago/2024;2024-08-01;-1652.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Set/2024;2024-09-01;-1251.5;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;2;Devolução de Serviços;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Jan/2024;2024-01-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Fev/2024;2024-02-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Mar/2024;2024-03-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Abr/2024;2024-04-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Mai/2024;2024-05-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Jun/2024;2024-06-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Jul/2024;2024-07-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Ago/2024;2024-08-01;-3920.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Set/2024;2024-09-01;-1280.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;3;Diária Prestador de Serviço;Out/2024;2024-10-01;-120.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Jan/2024;2024-01-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Fev/2024;2024-02-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Mar/2024;2024-03-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Abr/2024;2024-04-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Mai/2024;2024-05-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Jun/2024;2024-06-01;-65.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Jul/2024;2024-07-01;-105.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Ago/2024;2024-08-01;-85.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Set/2024;2024-09-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;4;Documentos Odonto;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Jan/2024;2024-01-01;-9.75;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Fev/2024;2024-02-01;-41.9;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Mar/2024;2024-03-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Abr/2024;2024-04-01;-200.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Mai/2024;2024-05-01;-24.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Jun/2024;2024-06-01;-80.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Jul/2024;2024-07-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Ago/2024;2024-08-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Set/2024;2024-09-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;5;Materiais Aplicados na Prestação de Serviços;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Jan/2024;2024-01-01;-2910.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Fev/2024;2024-02-01;-2545.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Mar/2024;2024-03-01;-4984.64;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Abr/2024;2024-04-01;-5950.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Mai/2024;2024-05-01;-3760.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Jun/2024;2024-06-01;-4040.36;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Jul/2024;2024-07-01;-6574.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Ago/2024;2024-08-01;-8168.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Set/2024;2024-09-01;-2930.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;6;Prestação de Serviços;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Jan/2024;2024-01-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Fev/2024;2024-02-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Mar/2024;2024-03-01;-60.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Abr/2024;2024-04-01;-267.87;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Mai/2024;2024-05-01;-152.39;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Jun/2024;2024-06-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Jul/2024;2024-07-01;-98.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Ago/2024;2024-08-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Set/2024;2024-09-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;7;Reembolso Médicos ref NFE;Out/2024;2024-10-01;0.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Jan/2024;2024-01-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Fev/2024;2024-02-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Mar/2024;2024-03-01;0.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Abr/2024;2024-04-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Mai/2024;2024-05-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Jun/2024;2024-06-01;0.0;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Jul/2024;2024-07-01;0.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Ago/2024;2024-08-01;0.0;3 Trimestre
